hpi_flavor,frequency,place_name,yr,period,index_nsa
all-transactions,quarterly,Rhode Island,2008,1,568.7
all-transactions,quarterly,Rhode Island,2008,2,546.35
all-transactions,quarterly,Rhode Island,2008,3,521.81
all-transactions,quarterly,Rhode Island,2008,4,515.61
all-transactions,quarterly,Rhode Island,2009,1,518.71
all-transactions,quarterly,Rhode Island,2009,2,495.3
all-transactions,quarterly,Rhode Island,2009,3,482.77
all-transactions,quarterly,Rhode Island,2009,4,483.16
all-transactions,quarterly,Rhode Island,2010,1,475.13
all-transactions,quarterly,Rhode Island,2010,2,468.58
all-transactions,quarterly,Rhode Island,2010,3,475.47
all-transactions,quarterly,Rhode Island,2010,4,474.23
all-transactions,quarterly,Rhode Island,2011,1,462.83
all-transactions,quarterly,Rhode Island,2011,2,447.25
all-transactions,quarterly,Rhode Island,2011,3,448.35
all-transactions,quarterly,Rhode Island,2011,4,451.29
all-transactions,quarterly,Rhode Island,2012,1,444.76
all-transactions,quarterly,Rhode Island,2012,2,436.51
all-transactions,quarterly,Rhode Island,2012,3,438.23
all-transactions,quarterly,Rhode Island,2012,4,440.75
all-transactions,quarterly,Rhode Island,2013,1,438.34
all-transactions,quarterly,Rhode Island,2013,2,439.48
all-transactions,quarterly,Rhode Island,2013,3,440.44
all-transactions,quarterly,Rhode Island,2013,4,437.06
all-transactions,quarterly,Rhode Island,2014,1,439.8
all-transactions,quarterly,Rhode Island,2014,2,446.7
all-transactions,quarterly,Rhode Island,2014,3,455.18
all-transactions,quarterly,Rhode Island,2014,4,457.72
all-transactions,quarterly,Rhode Island,2015,1,460.65
all-transactions,quarterly,Rhode Island,2015,2,470.43
all-transactions,quarterly,Rhode Island,2015,3,471.86
all-transactions,quarterly,Rhode Island,2015,4,477.72
all-transactions,quarterly,Rhode Island,2016,1,477.5
all-transactions,quarterly,Rhode Island,2016,2,488.47
all-transactions,quarterly,Rhode Island,2016,3,496.26
all-transactions,quarterly,Rhode Island,2016,4,505.83
all-transactions,quarterly,Rhode Island,2017,1,511.36
all-transactions,quarterly,Rhode Island,2017,2,523.06
all-transactions,quarterly,Rhode Island,2017,3,533.91
all-transactions,quarterly,Rhode Island,2017,4,540.9
all-transactions,quarterly,Rhode Island,2018,1,552.84
all-transactions,quarterly,Rhode Island,2018,2,566.16
all-transactions,quarterly,Rhode Island,2018,3,573.05
all-transactions,quarterly,South Carolina,1975,1,74.76
all-transactions,quarterly,South Carolina,1975,2,69.93
all-transactions,quarterly,South Carolina,1975,3,71.84
all-transactions,quarterly,South Carolina,1975,4,69.22
all-transactions,quarterly,South Carolina,1976,1,69.75
all-transactions,quarterly,South Carolina,1976,2,78.23
all-transactions,quarterly,South Carolina,1976,3,75.74
all-transactions,quarterly,South Carolina,1976,4,75.55
all-transactions,quarterly,South Carolina,1977,1,74.97
all-transactions,quarterly,South Carolina,1977,2,79.24
all-transactions,quarterly,South Carolina,1977,3,81.05
all-transactions,quarterly,South Carolina,1977,4,83.42
all-transactions,quarterly,South Carolina,1978,1,81.89
all-transactions,quarterly,South Carolina,1978,2,86.58
all-transactions,quarterly,South Carolina,1978,3,87.99
all-transactions,quarterly,South Carolina,1978,4,89.62
all-transactions,quarterly,South Carolina,1979,1,93.53
all-transactions,quarterly,South Carolina,1979,2,95.51
all-transactions,quarterly,South Carolina,1979,3,97.29
all-transactions,quarterly,South Carolina,1979,4,99.93
all-transactions,quarterly,South Carolina,1980,1,100
all-transactions,quarterly,South Carolina,1980,2,103.35
all-transactions,quarterly,South Carolina,1980,3,108.97
all-transactions,quarterly,South Carolina,1980,4,105.35
all-transactions,quarterly,South Carolina,1981,1,110.6
all-transactions,quarterly,South Carolina,1981,2,114.75
all-transactions,quarterly,South Carolina,1981,3,117.37
all-transactions,quarterly,South Carolina,1981,4,115.2
all-transactions,quarterly,South Carolina,1982,1,118.52
all-transactions,quarterly,South Carolina,1982,2,117.73
all-transactions,quarterly,South Carolina,1982,3,120.43
all-transactions,quarterly,South Carolina,1982,4,120.2
all-transactions,quarterly,South Carolina,1983,1,123.06
all-transactions,quarterly,South Carolina,1983,2,120.73
all-transactions,quarterly,South Carolina,1983,3,123.71
all-transactions,quarterly,South Carolina,1983,4,120.1
all-transactions,quarterly,South Carolina,1984,1,126.44
all-transactions,quarterly,South Carolina,1984,2,125.54
all-transactions,quarterly,South Carolina,1984,3,122.7
all-transactions,quarterly,South Carolina,1984,4,127.11
all-transactions,quarterly,South Carolina,1985,1,130.29
all-transactions,quarterly,South Carolina,1985,2,130.54
all-transactions,quarterly,South Carolina,1985,3,131.43
all-transactions,quarterly,South Carolina,1985,4,131.73
all-transactions,quarterly,South Carolina,1986,1,134.97
all-transactions,quarterly,South Carolina,1986,2,136.02
all-transactions,quarterly,South Carolina,1986,3,137.81
all-transactions,quarterly,South Carolina,1986,4,139.96
all-transactions,quarterly,South Carolina,1987,1,142.7
all-transactions,quarterly,South Carolina,1987,2,144.1
all-transactions,quarterly,South Carolina,1987,3,144.18
all-transactions,quarterly,South Carolina,1987,4,144.81
all-transactions,quarterly,South Carolina,1988,1,147.32
all-transactions,quarterly,South Carolina,1988,2,149.43
all-transactions,quarterly,South Carolina,1988,3,150.57
all-transactions,quarterly,South Carolina,1988,4,151.04
all-transactions,quarterly,South Carolina,1989,1,153.37
all-transactions,quarterly,South Carolina,1989,2,153.6
all-transactions,quarterly,South Carolina,1989,3,157.14
all-transactions,quarterly,South Carolina,1989,4,157.49
all-transactions,quarterly,South Carolina,1990,1,159.07
all-transactions,quarterly,South Carolina,1990,2,160.46
all-transactions,quarterly,South Carolina,1990,3,161.74
all-transactions,quarterly,South Carolina,1990,4,160.84
all-transactions,quarterly,South Carolina,1991,1,162.74
all-transactions,quarterly,South Carolina,1991,2,164.26
all-transactions,quarterly,South Carolina,1991,3,165.18
all-transactions,quarterly,South Carolina,1991,4,167.82
all-transactions,quarterly,South Carolina,1992,1,168.68
all-transactions,quarterly,South Carolina,1992,2,168.95
all-transactions,quarterly,South Carolina,1992,3,171.46
all-transactions,quarterly,South Carolina,1992,4,172.17
all-transactions,quarterly,South Carolina,1993,1,172.33
all-transactions,quarterly,South Carolina,1993,2,174.04
all-transactions,quarterly,South Carolina,1993,3,176.13
all-transactions,quarterly,South Carolina,1993,4,176.85
all-transactions,quarterly,South Carolina,1994,1,177.83
all-transactions,quarterly,South Carolina,1994,2,179.09
all-transactions,quarterly,South Carolina,1994,3,179.82
all-transactions,quarterly,South Carolina,1994,4,180.42
all-transactions,quarterly,South Carolina,1995,1,181.94
all-transactions,quarterly,South Carolina,1995,2,184.21
all-transactions,quarterly,South Carolina,1995,3,186.56
all-transactions,quarterly,South Carolina,1995,4,188.82
all-transactions,quarterly,South Carolina,1996,1,191.53
all-transactions,quarterly,South Carolina,1996,2,192.49
all-transactions,quarterly,South Carolina,1996,3,193.85
all-transactions,quarterly,South Carolina,1996,4,196.71
all-transactions,quarterly,South Carolina,1997,1,197.93
all-transactions,quarterly,South Carolina,1997,2,200.23
all-transactions,quarterly,South Carolina,1997,3,203.66
all-transactions,quarterly,South Carolina,1997,4,206.45
all-transactions,quarterly,South Carolina,1998,1,209.52
all-transactions,quarterly,South Carolina,1998,2,211.8
all-transactions,quarterly,South Carolina,1998,3,214.83
all-transactions,quarterly,South Carolina,1998,4,217.72
all-transactions,quarterly,South Carolina,1999,1,220.78
all-transactions,quarterly,South Carolina,1999,2,223.69
all-transactions,quarterly,South Carolina,1999,3,226.04
all-transactions,quarterly,South Carolina,1999,4,227.94
all-transactions,quarterly,South Carolina,2000,1,230.24
all-transactions,quarterly,South Carolina,2000,2,233.14
all-transactions,quarterly,South Carolina,2000,3,236.01
all-transactions,quarterly,South Carolina,2000,4,239.18
all-transactions,quarterly,South Carolina,2001,1,245.42
all-transactions,quarterly,South Carolina,2001,2,248.13
all-transactions,quarterly,South Carolina,2001,3,250
all-transactions,quarterly,South Carolina,2001,4,252.93
all-transactions,quarterly,South Carolina,2002,1,254.36
all-transactions,quarterly,South Carolina,2002,2,255.81
all-transactions,quarterly,South Carolina,2002,3,259.79
all-transactions,quarterly,South Carolina,2002,4,262.06
all-transactions,quarterly,South Carolina,2003,1,263.59
all-transactions,quarterly,South Carolina,2003,2,266.12
all-transactions,quarterly,South Carolina,2003,3,267.66
all-transactions,quarterly,South Carolina,2003,4,270.2
all-transactions,quarterly,South Carolina,2004,1,273.38
all-transactions,quarterly,South Carolina,2004,2,275.64
all-transactions,quarterly,South Carolina,2004,3,281.02
all-transactions,quarterly,South Carolina,2004,4,286.05
all-transactions,quarterly,South Carolina,2005,1,291.15
all-transactions,quarterly,South Carolina,2005,2,296.34
all-transactions,quarterly,South Carolina,2005,3,303.64
all-transactions,quarterly,South Carolina,2005,4,310.41
all-transactions,quarterly,South Carolina,2006,1,314.73
all-transactions,quarterly,South Carolina,2006,2,319.77
all-transactions,quarterly,South Carolina,2006,3,324.6
all-transactions,quarterly,South Carolina,2006,4,332.8
all-transactions,quarterly,South Carolina,2007,1,335.04
all-transactions,quarterly,South Carolina,2007,2,337.21
all-transactions,quarterly,South Carolina,2007,3,337.03
all-transactions,quarterly,South Carolina,2007,4,341.39
all-transactions,quarterly,South Carolina,2008,1,343.74
all-transactions,quarterly,South Carolina,2008,2,341.92
all-transactions,quarterly,South Carolina,2008,3,335.62
all-transactions,quarterly,South Carolina,2008,4,336.64
all-transactions,quarterly,South Carolina,2009,1,340.87
all-transactions,quarterly,South Carolina,2009,2,336.46
all-transactions,quarterly,South Carolina,2009,3,326.19
all-transactions,quarterly,South Carolina,2009,4,322.81
all-transactions,quarterly,South Carolina,2010,1,318.42
all-transactions,quarterly,South Carolina,2010,2,313.82
all-transactions,quarterly,South Carolina,2010,3,317.9
all-transactions,quarterly,South Carolina,2010,4,315.12
all-transactions,quarterly,South Carolina,2011,1,306.97
all-transactions,quarterly,South Carolina,2011,2,299.89
all-transactions,quarterly,South Carolina,2011,3,302.05
all-transactions,quarterly,South Carolina,2011,4,305.35
all-transactions,quarterly,South Carolina,2012,1,300.4
all-transactions,quarterly,South Carolina,2012,2,298.76
all-transactions,quarterly,South Carolina,2012,3,301.37
all-transactions,quarterly,South Carolina,2012,4,301.57
all-transactions,quarterly,South Carolina,2013,1,301.29
all-transactions,quarterly,South Carolina,2013,2,302.48
all-transactions,quarterly,South Carolina,2013,3,302.82
all-transactions,quarterly,South Carolina,2013,4,302.42
all-transactions,quarterly,South Carolina,2014,1,303.21
all-transactions,quarterly,South Carolina,2014,2,308.99
all-transactions,quarterly,South Carolina,2014,3,312.6
all-transactions,quarterly,South Carolina,2014,4,314.67
all-transactions,quarterly,South Carolina,2015,1,320.54
all-transactions,quarterly,South Carolina,2015,2,324.73
all-transactions,quarterly,South Carolina,2015,3,327.79
all-transactions,quarterly,South Carolina,2015,4,332.05
all-transactions,quarterly,South Carolina,2016,1,335.72
all-transactions,quarterly,South Carolina,2016,2,341.93
all-transactions,quarterly,South Carolina,2016,3,349.03
all-transactions,quarterly,South Carolina,2016,4,350.65
all-transactions,quarterly,South Carolina,2017,1,354.81
all-transactions,quarterly,South Carolina,2017,2,363.04
all-transactions,quarterly,South Carolina,2017,3,369.43
all-transactions,quarterly,South Carolina,2017,4,374.1
all-transactions,quarterly,South Carolina,2018,1,381.61
all-transactions,quarterly,South Carolina,2018,2,387.93
all-transactions,quarterly,South Carolina,2018,3,393.96
all-transactions,quarterly,South Dakota,1975,1,69.33
all-transactions,quarterly,South Dakota,1975,2,71.71
all-transactions,quarterly,South Dakota,1975,3,63.74
all-transactions,quarterly,South Dakota,1975,4,61.69
all-transactions,quarterly,South Dakota,1976,1,63.15
all-transactions,quarterly,South Dakota,1976,2,66.06
all-transactions,quarterly,South Dakota,1976,3,71.38
all-transactions,quarterly,South Dakota,1976,4,66
all-transactions,quarterly,South Dakota,1977,1,62.34
all-transactions,quarterly,South Dakota,1977,2,70.37
all-transactions,quarterly,South Dakota,1977,3,78.36
all-transactions,quarterly,South Dakota,1977,4,81.68
all-transactions,quarterly,South Dakota,1978,1,77.48
all-transactions,quarterly,South Dakota,1978,2,83.84
all-transactions,quarterly,South Dakota,1978,3,86
all-transactions,quarterly,South Dakota,1978,4,84.42
all-transactions,quarterly,South Dakota,1979,1,89.05
all-transactions,quarterly,South Dakota,1979,2,92.12
all-transactions,quarterly,South Dakota,1979,3,99.51
all-transactions,quarterly,South Dakota,1979,4,91.16
all-transactions,quarterly,South Dakota,1980,1,100
all-transactions,quarterly,South Dakota,1980,2,107.44
all-transactions,quarterly,South Dakota,1980,3,101.62
all-transactions,quarterly,South Dakota,1980,4,97.5
all-transactions,quarterly,South Dakota,1981,1,92.61
all-transactions,quarterly,South Dakota,1981,2,98.87
all-transactions,quarterly,South Dakota,1981,3,104.3
all-transactions,quarterly,South Dakota,1981,4,87.65
all-transactions,quarterly,South Dakota,1982,1,69.09
all-transactions,quarterly,South Dakota,1982,2,110.43
all-transactions,quarterly,South Dakota,1982,3,105.8
all-transactions,quarterly,South Dakota,1982,4,119.41
all-transactions,quarterly,South Dakota,1983,1,101.13
all-transactions,quarterly,South Dakota,1983,2,121.15
all-transactions,quarterly,South Dakota,1983,3,100.47
all-transactions,quarterly,South Dakota,1983,4,100.5
all-transactions,quarterly,South Dakota,1984,1,113.14
all-transactions,quarterly,South Dakota,1984,2,109.97
all-transactions,quarterly,South Dakota,1984,3,118.31
all-transactions,quarterly,South Dakota,1984,4,107.22
all-transactions,quarterly,South Dakota,1985,1,111.18
all-transactions,quarterly,South Dakota,1985,2,109.36
all-transactions,quarterly,South Dakota,1985,3,113.25
all-transactions,quarterly,South Dakota,1985,4,113.19
all-transactions,quarterly,South Dakota,1986,1,117.45
all-transactions,quarterly,South Dakota,1986,2,118.37
all-transactions,quarterly,South Dakota,1986,3,114.81
all-transactions,quarterly,South Dakota,1986,4,117.4
all-transactions,quarterly,South Dakota,1987,1,121.24
all-transactions,quarterly,South Dakota,1987,2,118.87
all-transactions,quarterly,South Dakota,1987,3,118.29
all-transactions,quarterly,South Dakota,1987,4,119.51
all-transactions,quarterly,South Dakota,1988,1,115.8
all-transactions,quarterly,South Dakota,1988,2,115.99
all-transactions,quarterly,South Dakota,1988,3,119.02
all-transactions,quarterly,South Dakota,1988,4,117.85
all-transactions,quarterly,South Dakota,1989,1,121.13
all-transactions,quarterly,South Dakota,1989,2,117.54
all-transactions,quarterly,South Dakota,1989,3,122.38
all-transactions,quarterly,South Dakota,1989,4,119.51
all-transactions,quarterly,South Dakota,1990,1,120.64
all-transactions,quarterly,South Dakota,1990,2,125.68
all-transactions,quarterly,South Dakota,1990,3,126.61
all-transactions,quarterly,South Dakota,1990,4,125.45
all-transactions,quarterly,South Dakota,1991,1,128.65
all-transactions,quarterly,South Dakota,1991,2,132.05
all-transactions,quarterly,South Dakota,1991,3,130.81
all-transactions,quarterly,South Dakota,1991,4,133.43
all-transactions,quarterly,South Dakota,1992,1,136.95
all-transactions,quarterly,South Dakota,1992,2,137
all-transactions,quarterly,South Dakota,1992,3,141.03
all-transactions,quarterly,South Dakota,1992,4,142.62
all-transactions,quarterly,South Dakota,1993,1,144.11
all-transactions,quarterly,South Dakota,1993,2,147.83
all-transactions,quarterly,South Dakota,1993,3,150.63
all-transactions,quarterly,South Dakota,1993,4,152.85
all-transactions,quarterly,South Dakota,1994,1,156.53
all-transactions,quarterly,South Dakota,1994,2,158.55
all-transactions,quarterly,South Dakota,1994,3,160.22
all-transactions,quarterly,South Dakota,1994,4,163.48
all-transactions,quarterly,South Dakota,1995,1,161.01
all-transactions,quarterly,South Dakota,1995,2,167
all-transactions,quarterly,South Dakota,1995,3,167.92
all-transactions,quarterly,South Dakota,1995,4,170.89
all-transactions,quarterly,South Dakota,1996,1,173.74
all-transactions,quarterly,South Dakota,1996,2,173.09
all-transactions,quarterly,South Dakota,1996,3,175.55
all-transactions,quarterly,South Dakota,1996,4,174.66
all-transactions,quarterly,South Dakota,1997,1,177.15
all-transactions,quarterly,South Dakota,1997,2,180.48
all-transactions,quarterly,South Dakota,1997,3,182.29
all-transactions,quarterly,South Dakota,1997,4,184.78
all-transactions,quarterly,South Dakota,1998,1,187.49
all-transactions,quarterly,South Dakota,1998,2,188.35
all-transactions,quarterly,South Dakota,1998,3,189.69
all-transactions,quarterly,South Dakota,1998,4,189.57
all-transactions,quarterly,South Dakota,1999,1,192.57
all-transactions,quarterly,South Dakota,1999,2,194.9
all-transactions,quarterly,South Dakota,1999,3,196.07
all-transactions,quarterly,South Dakota,1999,4,197.12
all-transactions,quarterly,South Dakota,2000,1,198.29
all-transactions,quarterly,South Dakota,2000,2,201.94
all-transactions,quarterly,South Dakota,2000,3,205.5
all-transactions,quarterly,South Dakota,2000,4,205.63
all-transactions,quarterly,South Dakota,2001,1,210.08
all-transactions,quarterly,South Dakota,2001,2,213.2
all-transactions,quarterly,South Dakota,2001,3,215.08
all-transactions,quarterly,South Dakota,2001,4,216.04
all-transactions,quarterly,South Dakota,2002,1,219.12
all-transactions,quarterly,South Dakota,2002,2,222.06
all-transactions,quarterly,South Dakota,2002,3,224.57
all-transactions,quarterly,South Dakota,2002,4,225.95
all-transactions,quarterly,South Dakota,2003,1,227.97
all-transactions,quarterly,South Dakota,2003,2,229.14
all-transactions,quarterly,South Dakota,2003,3,233.42
all-transactions,quarterly,South Dakota,2003,4,238.23
all-transactions,quarterly,South Dakota,2004,1,238.83
all-transactions,quarterly,South Dakota,2004,2,243.15
all-transactions,quarterly,South Dakota,2004,3,248.22
all-transactions,quarterly,South Dakota,2004,4,251.39
all-transactions,quarterly,South Dakota,2005,1,255.21
all-transactions,quarterly,South Dakota,2005,2,261.18
all-transactions,quarterly,South Dakota,2005,3,264.84
all-transactions,quarterly,South Dakota,2005,4,269.25
all-transactions,quarterly,South Dakota,2006,1,269.27
all-transactions,quarterly,South Dakota,2006,2,273.6
all-transactions,quarterly,South Dakota,2006,3,278.29
all-transactions,quarterly,South Dakota,2006,4,279.07
all-transactions,quarterly,South Dakota,2007,1,281.95
all-transactions,quarterly,South Dakota,2007,2,284.81
all-transactions,quarterly,South Dakota,2007,3,286.57
all-transactions,quarterly,South Dakota,2007,4,289.11
all-transactions,quarterly,South Dakota,2008,1,292.2
all-transactions,quarterly,South Dakota,2008,2,292.7
all-transactions,quarterly,South Dakota,2008,3,292.24
all-transactions,quarterly,South Dakota,2008,4,294.32
all-transactions,quarterly,South Dakota,2009,1,296.99
all-transactions,quarterly,South Dakota,2009,2,295.57
all-transactions,quarterly,South Dakota,2009,3,292.23
all-transactions,quarterly,South Dakota,2009,4,291.3
all-transactions,quarterly,South Dakota,2010,1,289.37
all-transactions,quarterly,South Dakota,2010,2,288.93
all-transactions,quarterly,South Dakota,2010,3,293.29
all-transactions,quarterly,South Dakota,2010,4,293.65
all-transactions,quarterly,South Dakota,2011,1,291.68
all-transactions,quarterly,South Dakota,2011,2,289.47
all-transactions,quarterly,South Dakota,2011,3,292.33
all-transactions,quarterly,South Dakota,2011,4,293.8
all-transactions,quarterly,South Dakota,2012,1,294.08
all-transactions,quarterly,South Dakota,2012,2,295.31
all-transactions,quarterly,South Dakota,2012,3,296.53
all-transactions,quarterly,South Dakota,2012,4,300.73
all-transactions,quarterly,South Dakota,2013,1,303.79
all-transactions,quarterly,South Dakota,2013,2,305.28
all-transactions,quarterly,South Dakota,2013,3,309.52
all-transactions,quarterly,South Dakota,2013,4,310.86
all-transactions,quarterly,South Dakota,2014,1,310.76
all-transactions,quarterly,South Dakota,2014,2,315.69
all-transactions,quarterly,South Dakota,2014,3,318.44
all-transactions,quarterly,South Dakota,2014,4,321.47
all-transactions,quarterly,South Dakota,2015,1,324.41
all-transactions,quarterly,South Dakota,2015,2,329.19
all-transactions,quarterly,South Dakota,2015,3,332.53
all-transactions,quarterly,South Dakota,2015,4,336.33
all-transactions,quarterly,South Dakota,2016,1,339.89
all-transactions,quarterly,South Dakota,2016,2,342.8
all-transactions,quarterly,South Dakota,2016,3,349.25
all-transactions,quarterly,South Dakota,2016,4,352.88
all-transactions,quarterly,South Dakota,2017,1,357.4
all-transactions,quarterly,South Dakota,2017,2,364.9
all-transactions,quarterly,South Dakota,2017,3,371.12
all-transactions,quarterly,South Dakota,2017,4,373.25
all-transactions,quarterly,South Dakota,2018,1,377.02
all-transactions,quarterly,South Dakota,2018,2,380.44
all-transactions,quarterly,South Dakota,2018,3,390.54
all-transactions,quarterly,Tennessee,1975,1,67.41
all-transactions,quarterly,Tennessee,1975,2,67.83
all-transactions,quarterly,Tennessee,1975,3,66.64
all-transactions,quarterly,Tennessee,1975,4,70.43
all-transactions,quarterly,Tennessee,1976,1,69.42
all-transactions,quarterly,Tennessee,1976,2,68.19
all-transactions,quarterly,Tennessee,1976,3,70.61
all-transactions,quarterly,Tennessee,1976,4,71.13
all-transactions,quarterly,Tennessee,1977,1,75.28
all-transactions,quarterly,Tennessee,1977,2,77.01
all-transactions,quarterly,Tennessee,1977,3,77.32
all-transactions,quarterly,Tennessee,1977,4,78.72
all-transactions,quarterly,Tennessee,1978,1,84.44
all-transactions,quarterly,Tennessee,1978,2,83.01
all-transactions,quarterly,Tennessee,1978,3,86.94
all-transactions,quarterly,Tennessee,1978,4,89.53
all-transactions,quarterly,Tennessee,1979,1,91.2
all-transactions,quarterly,Tennessee,1979,2,91.5
all-transactions,quarterly,Tennessee,1979,3,96.34
all-transactions,quarterly,Tennessee,1979,4,96.14
all-transactions,quarterly,Tennessee,1980,1,100
all-transactions,quarterly,Tennessee,1980,2,99.69
all-transactions,quarterly,Tennessee,1980,3,99.46
all-transactions,quarterly,Tennessee,1980,4,99.68
all-transactions,quarterly,Tennessee,1981,1,96.9
all-transactions,quarterly,Tennessee,1981,2,106.16
all-transactions,quarterly,Tennessee,1981,3,108.19
all-transactions,quarterly,Tennessee,1981,4,106.22
all-transactions,quarterly,Tennessee,1982,1,106.1
all-transactions,quarterly,Tennessee,1982,2,105.82
all-transactions,quarterly,Tennessee,1982,3,106.21
all-transactions,quarterly,Tennessee,1982,4,107.19
all-transactions,quarterly,Tennessee,1983,1,110.47
all-transactions,quarterly,Tennessee,1983,2,110.76
all-transactions,quarterly,Tennessee,1983,3,111.86
all-transactions,quarterly,Tennessee,1983,4,113.24
all-transactions,quarterly,Tennessee,1984,1,110.69
all-transactions,quarterly,Tennessee,1984,2,116.46
all-transactions,quarterly,Tennessee,1984,3,110.41
all-transactions,quarterly,Tennessee,1984,4,118.93
all-transactions,quarterly,Tennessee,1985,1,120.83
all-transactions,quarterly,Tennessee,1985,2,121.83
all-transactions,quarterly,Tennessee,1985,3,124.03
all-transactions,quarterly,Tennessee,1985,4,125.6
all-transactions,quarterly,Tennessee,1986,1,128.31
all-transactions,quarterly,Tennessee,1986,2,130.33
all-transactions,quarterly,Tennessee,1986,3,132.39
all-transactions,quarterly,Tennessee,1986,4,134.32
all-transactions,quarterly,Tennessee,1987,1,137.76
all-transactions,quarterly,Tennessee,1987,2,140.27
all-transactions,quarterly,Tennessee,1987,3,140.59
all-transactions,quarterly,Tennessee,1987,4,142.48
all-transactions,quarterly,Tennessee,1988,1,143.67
all-transactions,quarterly,Tennessee,1988,2,144.25
all-transactions,quarterly,Tennessee,1988,3,144.24
all-transactions,quarterly,Tennessee,1988,4,143.92
all-transactions,quarterly,Tennessee,1989,1,144.87
all-transactions,quarterly,Tennessee,1989,2,145.84
all-transactions,quarterly,Tennessee,1989,3,146.45
all-transactions,quarterly,Tennessee,1989,4,146.65
all-transactions,quarterly,Tennessee,1990,1,147.03
all-transactions,quarterly,Tennessee,1990,2,146.86
all-transactions,quarterly,Tennessee,1990,3,146.68
all-transactions,quarterly,Tennessee,1990,4,146.11
all-transactions,quarterly,Tennessee,1991,1,147.5
all-transactions,quarterly,Tennessee,1991,2,148.26
all-transactions,quarterly,Tennessee,1991,3,148.43
all-transactions,quarterly,Tennessee,1991,4,150.9
all-transactions,quarterly,Tennessee,1992,1,152.24
all-transactions,quarterly,Tennessee,1992,2,151.73
all-transactions,quarterly,Tennessee,1992,3,155.19
all-transactions,quarterly,Tennessee,1992,4,154.91
all-transactions,quarterly,Tennessee,1993,1,155.61
all-transactions,quarterly,Tennessee,1993,2,157.76
all-transactions,quarterly,Tennessee,1993,3,159.83
all-transactions,quarterly,Tennessee,1993,4,161.46
all-transactions,quarterly,Tennessee,1994,1,163.17
all-transactions,quarterly,Tennessee,1994,2,165.44
all-transactions,quarterly,Tennessee,1994,3,167.8
all-transactions,quarterly,Tennessee,1994,4,168.98
all-transactions,quarterly,Tennessee,1995,1,171.42
all-transactions,quarterly,Tennessee,1995,2,174.77
all-transactions,quarterly,Tennessee,1995,3,177.29
all-transactions,quarterly,Tennessee,1995,4,179.89
all-transactions,quarterly,Tennessee,1996,1,182.71
all-transactions,quarterly,Tennessee,1996,2,184.47
all-transactions,quarterly,Tennessee,1996,3,186.61
all-transactions,quarterly,Tennessee,1996,4,188.28
all-transactions,quarterly,Tennessee,1997,1,190.63
all-transactions,quarterly,Tennessee,1997,2,192.39
all-transactions,quarterly,Tennessee,1997,3,194.8
all-transactions,quarterly,Tennessee,1997,4,197.52
all-transactions,quarterly,Tennessee,1998,1,201.11
all-transactions,quarterly,Tennessee,1998,2,202.6
all-transactions,quarterly,Tennessee,1998,3,205.09
all-transactions,quarterly,Tennessee,1998,4,207.41
all-transactions,quarterly,Tennessee,1999,1,209.34
all-transactions,quarterly,Tennessee,1999,2,209.9
all-transactions,quarterly,Tennessee,1999,3,211.18
all-transactions,quarterly,Tennessee,1999,4,212.03
all-transactions,quarterly,Tennessee,2000,1,213.91
all-transactions,quarterly,Tennessee,2000,2,215.03
all-transactions,quarterly,Tennessee,2000,3,217.23
all-transactions,quarterly,Tennessee,2000,4,219.28
all-transactions,quarterly,Tennessee,2001,1,224.63
all-transactions,quarterly,Tennessee,2001,2,225.81
all-transactions,quarterly,Tennessee,2001,3,227.22
all-transactions,quarterly,Tennessee,2001,4,229.95
all-transactions,quarterly,Tennessee,2002,1,230.97
all-transactions,quarterly,Tennessee,2002,2,231.39
all-transactions,quarterly,Tennessee,2002,3,234.77
all-transactions,quarterly,Tennessee,2002,4,236.86
all-transactions,quarterly,Tennessee,2003,1,238.44
all-transactions,quarterly,Tennessee,2003,2,240.46
all-transactions,quarterly,Tennessee,2003,3,241.98
all-transactions,quarterly,Tennessee,2003,4,244.64
all-transactions,quarterly,Tennessee,2004,1,246.68
all-transactions,quarterly,Tennessee,2004,2,249.39
all-transactions,quarterly,Tennessee,2004,3,253.05
all-transactions,quarterly,Tennessee,2004,4,256.04
all-transactions,quarterly,Tennessee,2005,1,259.59
all-transactions,quarterly,Tennessee,2005,2,265.21
all-transactions,quarterly,Tennessee,2005,3,270.56
all-transactions,quarterly,Tennessee,2005,4,274.93
all-transactions,quarterly,Tennessee,2006,1,279.47
all-transactions,quarterly,Tennessee,2006,2,284.85
all-transactions,quarterly,Tennessee,2006,3,288.41
all-transactions,quarterly,Tennessee,2006,4,293.81
all-transactions,quarterly,Tennessee,2007,1,296.59
all-transactions,quarterly,Tennessee,2007,2,300.17
all-transactions,quarterly,Tennessee,2007,3,300.53
all-transactions,quarterly,Tennessee,2007,4,302.54
all-transactions,quarterly,Tennessee,2008,1,303.88
all-transactions,quarterly,Tennessee,2008,2,302.63
all-transactions,quarterly,Tennessee,2008,3,298.11
all-transactions,quarterly,Tennessee,2008,4,299.32
all-transactions,quarterly,Tennessee,2009,1,301.93
all-transactions,quarterly,Tennessee,2009,2,298.75
all-transactions,quarterly,Tennessee,2009,3,292.03
all-transactions,quarterly,Tennessee,2009,4,288.9
all-transactions,quarterly,Tennessee,2010,1,286.26
all-transactions,quarterly,Tennessee,2010,2,285.07
all-transactions,quarterly,Tennessee,2010,3,288.84
