hpi_flavor,frequency,place_name,yr,period,index_nsa
all-transactions,quarterly,Alaska,1975,1,61.52
all-transactions,quarterly,Alaska,1975,2,63.05
all-transactions,quarterly,Alaska,1975,3,67.74
all-transactions,quarterly,Alaska,1975,4,66.14
all-transactions,quarterly,Alaska,1976,1,69.71
all-transactions,quarterly,Alaska,1976,2,71.4
all-transactions,quarterly,Alaska,1976,3,73.44
all-transactions,quarterly,Alaska,1976,4,73.94
all-transactions,quarterly,Alaska,1977,1,78.35
all-transactions,quarterly,Alaska,1977,2,75.73
all-transactions,quarterly,Alaska,1977,3,77.87
all-transactions,quarterly,Alaska,1977,4,79.84
all-transactions,quarterly,Alaska,1978,1,76.44
all-transactions,quarterly,Alaska,1978,2,85.39
all-transactions,quarterly,Alaska,1978,3,87.1
all-transactions,quarterly,Alaska,1978,4,86.35
all-transactions,quarterly,Alaska,1979,1,88.13
all-transactions,quarterly,Alaska,1979,2,99.59
all-transactions,quarterly,Alaska,1979,3,95.68
all-transactions,quarterly,Alaska,1979,4,94.64
all-transactions,quarterly,Alaska,1980,1,100
all-transactions,quarterly,Alaska,1980,2,82.17
all-transactions,quarterly,Alaska,1980,3,71.31
all-transactions,quarterly,Alaska,1980,4,92.12
all-transactions,quarterly,Alaska,1981,1,87.26
all-transactions,quarterly,Alaska,1981,2,107.19
all-transactions,quarterly,Alaska,1981,3,114.94
all-transactions,quarterly,Alaska,1981,4,127.32
all-transactions,quarterly,Alaska,1982,1,134.39
all-transactions,quarterly,Alaska,1982,2,128.55
all-transactions,quarterly,Alaska,1982,3,139.11
all-transactions,quarterly,Alaska,1982,4,137.92
all-transactions,quarterly,Alaska,1983,1,137.14
all-transactions,quarterly,Alaska,1983,2,138.87
all-transactions,quarterly,Alaska,1983,3,144.57
all-transactions,quarterly,Alaska,1983,4,144.26
all-transactions,quarterly,Alaska,1984,1,148.13
all-transactions,quarterly,Alaska,1984,2,146.29
all-transactions,quarterly,Alaska,1984,3,152.53
all-transactions,quarterly,Alaska,1984,4,150.52
all-transactions,quarterly,Alaska,1985,1,143.23
all-transactions,quarterly,Alaska,1985,2,143.36
all-transactions,quarterly,Alaska,1985,3,143.73
all-transactions,quarterly,Alaska,1985,4,140.12
all-transactions,quarterly,Alaska,1986,1,140.88
all-transactions,quarterly,Alaska,1986,2,143.2
all-transactions,quarterly,Alaska,1986,3,138.66
all-transactions,quarterly,Alaska,1986,4,135.35
all-transactions,quarterly,Alaska,1987,1,132.05
all-transactions,quarterly,Alaska,1987,2,122.73
all-transactions,quarterly,Alaska,1987,3,114.67
all-transactions,quarterly,Alaska,1987,4,103.59
all-transactions,quarterly,Alaska,1988,1,119.67
all-transactions,quarterly,Alaska,1988,2,113.69
all-transactions,quarterly,Alaska,1988,3,125.13
all-transactions,quarterly,Alaska,1988,4,130.5
all-transactions,quarterly,Alaska,1989,1,126.94
all-transactions,quarterly,Alaska,1989,2,102.74
all-transactions,quarterly,Alaska,1989,3,102.85
all-transactions,quarterly,Alaska,1989,4,100.65
all-transactions,quarterly,Alaska,1990,1,97.27
all-transactions,quarterly,Alaska,1990,2,110.67
all-transactions,quarterly,Alaska,1990,3,120.34
all-transactions,quarterly,Alaska,1990,4,117.64
all-transactions,quarterly,Alaska,1991,1,122.84
all-transactions,quarterly,Alaska,1991,2,125.7
all-transactions,quarterly,Alaska,1991,3,129.6
all-transactions,quarterly,Alaska,1991,4,129.86
all-transactions,quarterly,Alaska,1992,1,131.23
all-transactions,quarterly,Alaska,1992,2,132.67
all-transactions,quarterly,Alaska,1992,3,133.45
all-transactions,quarterly,Alaska,1992,4,134.21
all-transactions,quarterly,Alaska,1993,1,133.84
all-transactions,quarterly,Alaska,1993,2,134.38
all-transactions,quarterly,Alaska,1993,3,136.69
all-transactions,quarterly,Alaska,1993,4,137.41
all-transactions,quarterly,Alaska,1994,1,138.62
all-transactions,quarterly,Alaska,1994,2,141.78
all-transactions,quarterly,Alaska,1994,3,143.9
all-transactions,quarterly,Alaska,1994,4,142.6
all-transactions,quarterly,Alaska,1995,1,145.24
all-transactions,quarterly,Alaska,1995,2,147.52
all-transactions,quarterly,Alaska,1995,3,149.05
all-transactions,quarterly,Alaska,1995,4,149.18
all-transactions,quarterly,Alaska,1996,1,151.92
all-transactions,quarterly,Alaska,1996,2,154.32
all-transactions,quarterly,Alaska,1996,3,155.24
all-transactions,quarterly,Alaska,1996,4,156.93
all-transactions,quarterly,Alaska,1997,1,156.89
all-transactions,quarterly,Alaska,1997,2,157.9
all-transactions,quarterly,Alaska,1997,3,159.17
all-transactions,quarterly,Alaska,1997,4,161.1
all-transactions,quarterly,Alaska,1998,1,160.94
all-transactions,quarterly,Alaska,1998,2,163.61
all-transactions,quarterly,Alaska,1998,3,165.01
all-transactions,quarterly,Alaska,1998,4,164.93
all-transactions,quarterly,Alaska,1999,1,166.85
all-transactions,quarterly,Alaska,1999,2,170.39
all-transactions,quarterly,Alaska,1999,3,169.94
all-transactions,quarterly,Alaska,1999,4,170.18
all-transactions,quarterly,Alaska,2000,1,170.05
all-transactions,quarterly,Alaska,2000,2,172.01
all-transactions,quarterly,Alaska,2000,3,173.14
all-transactions,quarterly,Alaska,2000,4,173.74
all-transactions,quarterly,Alaska,2001,1,176.72
all-transactions,quarterly,Alaska,2001,2,180.26
all-transactions,quarterly,Alaska,2001,3,182.96
all-transactions,quarterly,Alaska,2001,4,183.25
all-transactions,quarterly,Alaska,2002,1,186.15
all-transactions,quarterly,Alaska,2002,2,191.36
all-transactions,quarterly,Alaska,2002,3,192.76
all-transactions,quarterly,Alaska,2002,4,192.35
all-transactions,quarterly,Alaska,2003,1,193.53
all-transactions,quarterly,Alaska,2003,2,196.54
all-transactions,quarterly,Alaska,2003,3,200.97
all-transactions,quarterly,Alaska,2003,4,208.7
all-transactions,quarterly,Alaska,2004,1,210.19
all-transactions,quarterly,Alaska,2004,2,215.29
all-transactions,quarterly,Alaska,2004,3,226.3
all-transactions,quarterly,Alaska,2004,4,228.64
all-transactions,quarterly,Alaska,2005,1,234.3
all-transactions,quarterly,Alaska,2005,2,243.46
all-transactions,quarterly,Alaska,2005,3,251.94
all-transactions,quarterly,Alaska,2005,4,259.52
all-transactions,quarterly,Alaska,2006,1,263.63
all-transactions,quarterly,Alaska,2006,2,270.16
all-transactions,quarterly,Alaska,2006,3,275.27
all-transactions,quarterly,Alaska,2006,4,277.01
all-transactions,quarterly,Alaska,2007,1,280.81
all-transactions,quarterly,Alaska,2007,2,283.75
all-transactions,quarterly,Alaska,2007,3,282.43
all-transactions,quarterly,Alaska,2007,4,281.91
all-transactions,quarterly,Alaska,2008,1,281.72
all-transactions,quarterly,Alaska,2008,2,282.05
all-transactions,quarterly,Alaska,2008,3,278.95
all-transactions,quarterly,Alaska,2008,4,281.44
all-transactions,quarterly,Alaska,2009,1,281.86
all-transactions,quarterly,Alaska,2009,2,279.04
all-transactions,quarterly,Alaska,2009,3,278
all-transactions,quarterly,Alaska,2009,4,279.44
all-transactions,quarterly,Alaska,2010,1,275.13
all-transactions,quarterly,Alaska,2010,2,277.43
all-transactions,quarterly,Alaska,2010,3,278.98
all-transactions,quarterly,Alaska,2010,4,279.79
all-transactions,quarterly,Alaska,2011,1,279.77
all-transactions,quarterly,Alaska,2011,2,279.07
all-transactions,quarterly,Alaska,2011,3,279.8
all-transactions,quarterly,Alaska,2011,4,282.04
all-transactions,quarterly,Alaska,2012,1,279.78
all-transactions,quarterly,Alaska,2012,2,279.58
all-transactions,quarterly,Alaska,2012,3,281.83
all-transactions,quarterly,Alaska,2012,4,284.53
all-transactions,quarterly,Alaska,2013,1,287.68
all-transactions,quarterly,Alaska,2013,2,288.8
all-transactions,quarterly,Alaska,2013,3,291.73
all-transactions,quarterly,Alaska,2013,4,292.65
all-transactions,quarterly,Alaska,2014,1,290.03
all-transactions,quarterly,Alaska,2014,2,296.35
all-transactions,quarterly,Alaska,2014,3,299.26
all-transactions,quarterly,Alaska,2014,4,299.7
all-transactions,quarterly,Alaska,2015,1,301.49
all-transactions,quarterly,Alaska,2015,2,304.65
all-transactions,quarterly,Alaska,2015,3,308.37
all-transactions,quarterly,Alaska,2015,4,310.66
all-transactions,quarterly,Alaska,2016,1,310.95
all-transactions,quarterly,Alaska,2016,2,314.08
all-transactions,quarterly,Alaska,2016,3,315.31
all-transactions,quarterly,Alaska,2016,4,313.66
all-transactions,quarterly,Alaska,2017,1,315.48
all-transactions,quarterly,Alaska,2017,2,316.63
all-transactions,quarterly,Alaska,2017,3,320.8
all-transactions,quarterly,Alaska,2017,4,324.24
all-transactions,quarterly,Alaska,2018,1,321.35
all-transactions,quarterly,Alaska,2018,2,324.82
all-transactions,quarterly,Alaska,2018,3,324.35
all-transactions,quarterly,Alabama,1975,1,73.14
all-transactions,quarterly,Alabama,1975,2,72.02
all-transactions,quarterly,Alabama,1975,3,74.26
all-transactions,quarterly,Alabama,1975,4,70.69
all-transactions,quarterly,Alabama,1976,1,76.92
all-transactions,quarterly,Alabama,1976,2,76.55
all-transactions,quarterly,Alabama,1976,3,77.29
all-transactions,quarterly,Alabama,1976,4,79.75
all-transactions,quarterly,Alabama,1977,1,81.65
all-transactions,quarterly,Alabama,1977,2,83.68
all-transactions,quarterly,Alabama,1977,3,88.29
all-transactions,quarterly,Alabama,1977,4,89.37
all-transactions,quarterly,Alabama,1978,1,88.54
all-transactions,quarterly,Alabama,1978,2,88.96
all-transactions,quarterly,Alabama,1978,3,96.9
all-transactions,quarterly,Alabama,1978,4,96.35
all-transactions,quarterly,Alabama,1979,1,99.93
all-transactions,quarterly,Alabama,1979,2,100.52
all-transactions,quarterly,Alabama,1979,3,102.07
all-transactions,quarterly,Alabama,1979,4,108.9
all-transactions,quarterly,Alabama,1980,1,100
all-transactions,quarterly,Alabama,1980,2,103.86
all-transactions,quarterly,Alabama,1980,3,110.25
all-transactions,quarterly,Alabama,1980,4,109.45
all-transactions,quarterly,Alabama,1981,1,105.8
all-transactions,quarterly,Alabama,1981,2,109.52
all-transactions,quarterly,Alabama,1981,3,113.34
all-transactions,quarterly,Alabama,1981,4,107.04
all-transactions,quarterly,Alabama,1982,1,109.43
all-transactions,quarterly,Alabama,1982,2,108.14
all-transactions,quarterly,Alabama,1982,3,107.89
all-transactions,quarterly,Alabama,1982,4,115.28
all-transactions,quarterly,Alabama,1983,1,115.11
all-transactions,quarterly,Alabama,1983,2,114.51
all-transactions,quarterly,Alabama,1983,3,117.42
all-transactions,quarterly,Alabama,1983,4,114.53
all-transactions,quarterly,Alabama,1984,1,124.1
all-transactions,quarterly,Alabama,1984,2,120.55
all-transactions,quarterly,Alabama,1984,3,125.29
all-transactions,quarterly,Alabama,1984,4,121.96
all-transactions,quarterly,Alabama,1985,1,121.97
all-transactions,quarterly,Alabama,1985,2,125.12
all-transactions,quarterly,Alabama,1985,3,127.92
all-transactions,quarterly,Alabama,1985,4,128.93
all-transactions,quarterly,Alabama,1986,1,129.88
all-transactions,quarterly,Alabama,1986,2,132.35
all-transactions,quarterly,Alabama,1986,3,134.14
all-transactions,quarterly,Alabama,1986,4,136.37
all-transactions,quarterly,Alabama,1987,1,138.56
all-transactions,quarterly,Alabama,1987,2,139.46
all-transactions,quarterly,Alabama,1987,3,140.13
all-transactions,quarterly,Alabama,1987,4,138.7
all-transactions,quarterly,Alabama,1988,1,142.63
all-transactions,quarterly,Alabama,1988,2,143.71
all-transactions,quarterly,Alabama,1988,3,143.13
all-transactions,quarterly,Alabama,1988,4,141.92
all-transactions,quarterly,Alabama,1989,1,142.11
all-transactions,quarterly,Alabama,1989,2,143.81
all-transactions,quarterly,Alabama,1989,3,146.17
all-transactions,quarterly,Alabama,1989,4,147.24
all-transactions,quarterly,Alabama,1990,1,146.07
all-transactions,quarterly,Alabama,1990,2,147.28
all-transactions,quarterly,Alabama,1990,3,147.94
all-transactions,quarterly,Alabama,1990,4,148.07
all-transactions,quarterly,Alabama,1991,1,149.25
all-transactions,quarterly,Alabama,1991,2,151.62
all-transactions,quarterly,Alabama,1991,3,152.35
all-transactions,quarterly,Alabama,1991,4,154.86
all-transactions,quarterly,Alabama,1992,1,156.13
all-transactions,quarterly,Alabama,1992,2,156.42
all-transactions,quarterly,Alabama,1992,3,159.34
all-transactions,quarterly,Alabama,1992,4,160.59
all-transactions,quarterly,Alabama,1993,1,161.78
all-transactions,quarterly,Alabama,1993,2,163.52
all-transactions,quarterly,Alabama,1993,3,166.4
all-transactions,quarterly,Alabama,1993,4,167.81
all-transactions,quarterly,Alabama,1994,1,168.87
all-transactions,quarterly,Alabama,1994,2,171.05
all-transactions,quarterly,Alabama,1994,3,171.59
all-transactions,quarterly,Alabama,1994,4,171.84
all-transactions,quarterly,Alabama,1995,1,173.45
all-transactions,quarterly,Alabama,1995,2,176.84
all-transactions,quarterly,Alabama,1995,3,179.6
all-transactions,quarterly,Alabama,1995,4,180.99
all-transactions,quarterly,Alabama,1996,1,184.26
all-transactions,quarterly,Alabama,1996,2,184.2
all-transactions,quarterly,Alabama,1996,3,184.64
all-transactions,quarterly,Alabama,1996,4,186.77
all-transactions,quarterly,Alabama,1997,1,188.68
all-transactions,quarterly,Alabama,1997,2,190.12
all-transactions,quarterly,Alabama,1997,3,192.94
all-transactions,quarterly,Alabama,1997,4,195.54
all-transactions,quarterly,Alabama,1998,1,198.77
all-transactions,quarterly,Alabama,1998,2,200.45
all-transactions,quarterly,Alabama,1998,3,202.53
all-transactions,quarterly,Alabama,1998,4,205.01
all-transactions,quarterly,Alabama,1999,1,205.67
all-transactions,quarterly,Alabama,1999,2,206.44
all-transactions,quarterly,Alabama,1999,3,206.89
all-transactions,quarterly,Alabama,1999,4,208.41
all-transactions,quarterly,Alabama,2000,1,209.26
all-transactions,quarterly,Alabama,2000,2,211
all-transactions,quarterly,Alabama,2000,3,212.67
all-transactions,quarterly,Alabama,2000,4,215.41
all-transactions,quarterly,Alabama,2001,1,221.66
all-transactions,quarterly,Alabama,2001,2,222.62
all-transactions,quarterly,Alabama,2001,3,224.2
all-transactions,quarterly,Alabama,2001,4,226.75
all-transactions,quarterly,Alabama,2002,1,227.12
all-transactions,quarterly,Alabama,2002,2,228.32
all-transactions,quarterly,Alabama,2002,3,231.72
all-transactions,quarterly,Alabama,2002,4,234.37
all-transactions,quarterly,Alabama,2003,1,236.72
all-transactions,quarterly,Alabama,2003,2,238.83
all-transactions,quarterly,Alabama,2003,3,240.51
all-transactions,quarterly,Alabama,2003,4,242.01
all-transactions,quarterly,Alabama,2004,1,244.34
all-transactions,quarterly,Alabama,2004,2,245.87
all-transactions,quarterly,Alabama,2004,3,250.36
all-transactions,quarterly,Alabama,2004,4,254.15
all-transactions,quarterly,Alabama,2005,1,257.49
all-transactions,quarterly,Alabama,2005,2,263.63
all-transactions,quarterly,Alabama,2005,3,269.13
all-transactions,quarterly,Alabama,2005,4,274.55
all-transactions,quarterly,Alabama,2006,1,280.06
all-transactions,quarterly,Alabama,2006,2,284.7
all-transactions,quarterly,Alabama,2006,3,289.36
all-transactions,quarterly,Alabama,2006,4,294.84
all-transactions,quarterly,Alabama,2007,1,296.81
all-transactions,quarterly,Alabama,2007,2,301.01
all-transactions,quarterly,Alabama,2007,3,301.58
all-transactions,quarterly,Alabama,2007,4,303.98
all-transactions,quarterly,Alabama,2008,1,305.94
all-transactions,quarterly,Alabama,2008,2,304.7
all-transactions,quarterly,Alabama,2008,3,302.42
all-transactions,quarterly,Alabama,2008,4,304.06
all-transactions,quarterly,Alabama,2009,1,306.21
all-transactions,quarterly,Alabama,2009,2,302.78
all-transactions,quarterly,Alabama,2009,3,295.54
all-transactions,quarterly,Alabama,2009,4,294.59
all-transactions,quarterly,Alabama,2010,1,290.42
all-transactions,quarterly,Alabama,2010,2,286.22
all-transactions,quarterly,Alabama,2010,3,289.97
all-transactions,quarterly,Alabama,2010,4,287.66
all-transactions,quarterly,Alabama,2011,1,279.95
all-transactions,quarterly,Alabama,2011,2,276.02
all-transactions,quarterly,Alabama,2011,3,278.48
all-transactions,quarterly,Alabama,2011,4,280.6
all-transactions,quarterly,Alabama,2012,1,277.83
all-transactions,quarterly,Alabama,2012,2,276.17
all-transactions,quarterly,Alabama,2012,3,277.96
all-transactions,quarterly,Alabama,2012,4,278.47
all-transactions,quarterly,Alabama,2013,1,275.63
all-transactions,quarterly,Alabama,2013,2,276.29
all-transactions,quarterly,Alabama,2013,3,275.65
all-transactions,quarterly,Alabama,2013,4,274.38
all-transactions,quarterly,Alabama,2014,1,276.5
all-transactions,quarterly,Alabama,2014,2,277.6
all-transactions,quarterly,Alabama,2014,3,280.41
all-transactions,quarterly,Alabama,2014,4,282.34
all-transactions,quarterly,Alabama,2015,1,285.08
all-transactions,quarterly,Alabama,2015,2,286.38
all-transactions,quarterly,Alabama,2015,3,288.62
all-transactions,quarterly,Alabama,2015,4,290.57
all-transactions,quarterly,Alabama,2016,1,291.62
all-transactions,quarterly,Alabama,2016,2,295.23
all-transactions,quarterly,Alabama,2016,3,300.54
all-transactions,quarterly,Alabama,2016,4,299.87
all-transactions,quarterly,Alabama,2017,1,301.25
all-transactions,quarterly,Alabama,2017,2,306.2
all-transactions,quarterly,Alabama,2017,3,309.37
all-transactions,quarterly,Alabama,2017,4,312.06
all-transactions,quarterly,Alabama,2018,1,313.38
all-transactions,quarterly,Alabama,2018,2,320.66
all-transactions,quarterly,Alabama,2018,3,325.88
all-transactions,quarterly,Arkansas,1975,1,66.74
all-transactions,quarterly,Arkansas,1975,2,60.4
all-transactions,quarterly,Arkansas,1975,3,65.52
all-transactions,quarterly,Arkansas,1975,4,62.87
all-transactions,quarterly,Arkansas,1976,1,66.65
all-transactions,quarterly,Arkansas,1976,2,68.67
all-transactions,quarterly,Arkansas,1976,3,71.61
all-transactions,quarterly,Arkansas,1976,4,72.46
all-transactions,quarterly,Arkansas,1977,1,73.57
all-transactions,quarterly,Arkansas,1977,2,75.35
all-transactions,quarterly,Arkansas,1977,3,78.8
all-transactions,quarterly,Arkansas,1977,4,81.66
all-transactions,quarterly,Arkansas,1978,1,81.55
all-transactions,quarterly,Arkansas,1978,2,83.55
all-transactions,quarterly,Arkansas,1978,3,86.33
all-transactions,quarterly,Arkansas,1978,4,85.91
all-transactions,quarterly,Arkansas,1979,1,92.44
all-transactions,quarterly,Arkansas,1979,2,95.77
all-transactions,quarterly,Arkansas,1979,3,100.41
all-transactions,quarterly,Arkansas,1979,4,102.1
all-transactions,quarterly,Arkansas,1980,1,100
all-transactions,quarterly,Arkansas,1980,2,101.02
all-transactions,quarterly,Arkansas,1980,3,106.78
all-transactions,quarterly,Arkansas,1980,4,108.89
all-transactions,quarterly,Arkansas,1981,1,110.03
all-transactions,quarterly,Arkansas,1981,2,107.14
all-transactions,quarterly,Arkansas,1981,3,110.74
all-transactions,quarterly,Arkansas,1981,4,102.8
all-transactions,quarterly,Arkansas,1982,1,103.99
all-transactions,quarterly,Arkansas,1982,2,106.4
all-transactions,quarterly,Arkansas,1982,3,111.07
all-transactions,quarterly,Arkansas,1982,4,109.32
all-transactions,quarterly,Arkansas,1983,1,113.29
all-transactions,quarterly,Arkansas,1983,2,117.14
all-transactions,quarterly,Arkansas,1983,3,118.54
all-transactions,quarterly,Arkansas,1983,4,118.77
all-transactions,quarterly,Arkansas,1984,1,120.77
all-transactions,quarterly,Arkansas,1984,2,118.83
all-transactions,quarterly,Arkansas,1984,3,119.84
all-transactions,quarterly,Arkansas,1984,4,121.36
all-transactions,quarterly,Arkansas,1985,1,121.76
all-transactions,quarterly,Arkansas,1985,2,120.22
all-transactions,quarterly,Arkansas,1985,3,124.37
all-transactions,quarterly,Arkansas,1985,4,124.74
all-transactions,quarterly,Arkansas,1986,1,126.13
all-transactions,quarterly,Arkansas,1986,2,128.99
all-transactions,quarterly,Arkansas,1986,3,126.8
all-transactions,quarterly,Arkansas,1986,4,128.53
all-transactions,quarterly,Arkansas,1987,1,129.7
all-transactions,quarterly,Arkansas,1987,2,131.19
all-transactions,quarterly,Arkansas,1987,3,127.94
all-transactions,quarterly,Arkansas,1987,4,124.52
all-transactions,quarterly,Arkansas,1988,1,126.99
all-transactions,quarterly,Arkansas,1988,2,127.69
all-transactions,quarterly,Arkansas,1988,3,127.29
all-transactions,quarterly,Arkansas,1988,4,126.61
all-transactions,quarterly,Arkansas,1989,1,127.69
all-transactions,quarterly,Arkansas,1989,2,127.25
all-transactions,quarterly,Arkansas,1989,3,128.64
all-transactions,quarterly,Arkansas,1989,4,127.51
all-transactions,quarterly,Arkansas,1990,1,128.09
all-transactions,quarterly,Arkansas,1990,2,128.35
all-transactions,quarterly,Arkansas,1990,3,129.25
all-transactions,quarterly,Arkansas,1990,4,128.58
all-transactions,quarterly,Arkansas,1991,1,129.94
all-transactions,quarterly,Arkansas,1991,2,130.71
all-transactions,quarterly,Arkansas,1991,3,131.84
all-transactions,quarterly,Arkansas,1991,4,134.05
all-transactions,quarterly,Arkansas,1992,1,135.06
all-transactions,quarterly,Arkansas,1992,2,134.28
all-transactions,quarterly,Arkansas,1992,3,136.81
all-transactions,quarterly,Arkansas,1992,4,137.56
all-transactions,quarterly,Arkansas,1993,1,138.8
all-transactions,quarterly,Arkansas,1993,2,141
all-transactions,quarterly,Arkansas,1993,3,143.46
all-transactions,quarterly,Arkansas,1993,4,145.19
all-transactions,quarterly,Arkansas,1994,1,148.15
all-transactions,quarterly,Arkansas,1994,2,149.36
all-transactions,quarterly,Arkansas,1994,3,150.91
all-transactions,quarterly,Arkansas,1994,4,152.47
all-transactions,quarterly,Arkansas,1995,1,153.08
all-transactions,quarterly,Arkansas,1995,2,157.24
all-transactions,quarterly,Arkansas,1995,3,159.23
all-transactions,quarterly,Arkansas,1995,4,159.9
all-transactions,quarterly,Arkansas,1996,1,162.48
all-transactions,quarterly,Arkansas,1996,2,162.6
all-transactions,quarterly,Arkansas,1996,3,162.52
all-transactions,quarterly,Arkansas,1996,4,164.32
all-transactions,quarterly,Arkansas,1997,1,165.76
all-transactions,quarterly,Arkansas,1997,2,167.39
all-transactions,quarterly,Arkansas,1997,3,168.05
all-transactions,quarterly,Arkansas,1997,4,170.14
all-transactions,quarterly,Arkansas,1998,1,172.19
all-transactions,quarterly,Arkansas,1998,2,172.19
all-transactions,quarterly,Arkansas,1998,3,174.84
all-transactions,quarterly,Arkansas,1998,4,176.96
all-transactions,quarterly,Arkansas,1999,1,177.65
all-transactions,quarterly,Arkansas,1999,2,177.92
all-transactions,quarterly,Arkansas,1999,3,178.62
all-transactions,quarterly,Arkansas,1999,4,179.28
all-transactions,quarterly,Arkansas,2000,1,180.13
all-transactions,quarterly,Arkansas,2000,2,181.88
all-transactions,quarterly,Arkansas,2000,3,182.92
all-transactions,quarterly,Arkansas,2000,4,185.41
all-transactions,quarterly,Arkansas,2001,1,189.98
all-transactions,quarterly,Arkansas,2001,2,191.14
all-transactions,quarterly,Arkansas,2001,3,193.12
all-transactions,quarterly,Arkansas,2001,4,195.05
all-transactions,quarterly,Arkansas,2002,1,195.87
all-transactions,quarterly,Arkansas,2002,2,196.72
all-transactions,quarterly,Arkansas,2002,3,199.9
all-transactions,quarterly,Arkansas,2002,4,202.34
all-transactions,quarterly,Arkansas,2003,1,203.88
all-transactions,quarterly,Arkansas,2003,2,205.16
all-transactions,quarterly,Arkansas,2003,3,207.71
all-transactions,quarterly,Arkansas,2003,4,210.77
all-transactions,quarterly,Arkansas,2004,1,213.45
all-transactions,quarterly,Arkansas,2004,2,217.01
all-transactions,quarterly,Arkansas,2004,3,220.55
all-transactions,quarterly,Arkansas,2004,4,224.42
all-transactions,quarterly,Arkansas,2005,1,227.58
all-transactions,quarterly,Arkansas,2005,2,232.77
all-transactions,quarterly,Arkansas,2005,3,237.93
all-transactions,quarterly,Arkansas,2005,4,241.19
all-transactions,quarterly,Arkansas,2006,1,244.82
all-transactions,quarterly,Arkansas,2006,2,248.21
all-transactions,quarterly,Arkansas,2006,3,250.78
all-transactions,quarterly,Arkansas,2006,4,253.1
all-transactions,quarterly,Arkansas,2007,1,255.28
all-transactions,quarterly,Arkansas,2007,2,256.92
all-transactions,quarterly,Arkansas,2007,3,256.37
all-transactions,quarterly,Arkansas,2007,4,257.76
all-transactions,quarterly,Arkansas,2008,1,257.53
all-transactions,quarterly,Arkansas,2008,2,256.62
all-transactions,quarterly,Arkansas,2008,3,253.52
all-transactions,quarterly,Arkansas,2008,4,254.91
all-transactions,quarterly,Arkansas,2009,1,257.2
all-transactions,quarterly,Arkansas,2009,2,253.87
all-transactions,quarterly,Arkansas,2009,3,249.78
all-transactions,quarterly,Arkansas,2009,4,248.69
all-transactions,quarterly,Arkansas,2010,1,245.36
all-transactions,quarterly,Arkansas,2010,2,246.03
all-transactions,quarterly,Arkansas,2010,3,247.01
all-transactions,quarterly,Arkansas,2010,4,245.43
all-transactions,quarterly,Arkansas,2011,1,241.68
all-transactions,quarterly,Arkansas,2011,2,240.18
all-transactions,quarterly,Arkansas,2011,3,242.18
all-transactions,quarterly,Arkansas,2011,4,243.65
all-transactions,quarterly,Arkansas,2012,1,242.87
all-transactions,quarterly,Arkansas,2012,2,240.42
all-transactions,quarterly,Arkansas,2012,3,244.03
all-transactions,quarterly,Arkansas,2012,4,245.63
all-transactions,quarterly,Arkansas,2013,1,246.47
all-transactions,quarterly,Arkansas,2013,2,246.91
all-transactions,quarterly,Arkansas,2013,3,247.09
all-transactions,quarterly,Arkansas,2013,4,246.76
all-transactions,quarterly,Arkansas,2014,1,248.42
all-transactions,quarterly,Arkansas,2014,2,248.01
all-transactions,quarterly,Arkansas,2014,3,250.36
all-transactions,quarterly,Arkansas,2014,4,253.03
all-transactions,quarterly,Arkansas,2015,1,253.38
all-transactions,quarterly,Arkansas,2015,2,254.58
all-transactions,quarterly,Arkansas,2015,3,257.92
all-transactions,quarterly,Arkansas,2015,4,259.64
all-transactions,quarterly,Arkansas,2016,1,259.07
all-transactions,quarterly,Arkansas,2016,2,262.46
all-transactions,quarterly,Arkansas,2016,3,266.5
all-transactions,quarterly,Arkansas,2016,4,268.59
all-transactions,quarterly,Arkansas,2017,1,270.61
all-transactions,quarterly,Arkansas,2017,2,273.27
all-transactions,quarterly,Arkansas,2017,3,276.95
all-transactions,quarterly,Arkansas,2017,4,279.55
all-transactions,quarterly,Arkansas,2018,1,280.73
all-transactions,quarterly,Arkansas,2018,2,283.78
all-transactions,quarterly,Arkansas,2018,3,287.96
all-transactions,quarterly,Arizona,1975,1,58.81
all-transactions,quarterly,Arizona,1975,2,61.33
all-transactions,quarterly,Arizona,1975,3,59.02
all-transactions,quarterly,Arizona,1975,4,55.03
all-transactions,quarterly,Arizona,1976,1,58.03
all-transactions,quarterly,Arizona,1976,2,62.83
all-transactions,quarterly,Arizona,1976,3,60.88
all-transactions,quarterly,Arizona,1976,4,60.94
all-transactions,quarterly,Arizona,1977,1,63.04
all-transactions,quarterly,Arizona,1977,2,63.36
all-transactions,quarterly,Arizona,1977,3,66.01
all-transactions,quarterly,Arizona,1977,4,69.58
all-transactions,quarterly,Arizona,1978,1,70.79
all-transactions,quarterly,Arizona,1978,2,73.69
all-transactions,quarterly,Arizona,1978,3,78.82
all-transactions,quarterly,Arizona,1978,4,82.82
all-transactions,quarterly,Arizona,1979,1,87.71
all-transactions,quarterly,Arizona,1979,2,92.29
all-transactions,quarterly,Arizona,1979,3,94.76
all-transactions,quarterly,Arizona,1979,4,99.08
all-transactions,quarterly,Arizona,1980,1,100
all-transactions,quarterly,Arizona,1980,2,98.82
all-transactions,quarterly,Arizona,1980,3,106.8
all-transactions,quarterly,Arizona,1980,4,107.41
all-transactions,quarterly,Arizona,1981,1,108.28
all-transactions,quarterly,Arizona,1981,2,111.43
all-transactions,quarterly,Arizona,1981,3,117.26
